Days to Ship Actual,Sales Forecast,Ship Status,Days to Ship Scheduled,Sales per Customer,Profit Ratio,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Profit per Order,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
6,"$2,830",Shipped On Time,6,"$1,889.99",-155.00%,Office Supplies,Chicago,United States,Henry Goldwyn,80.00%,1,07-12-2017,US-2017-122714,60653,Ibico EPK-21 Electric Binding System,"($2,929)",5,Central,"$-2,929.48","$1,890",Corporate,13-12-2017,Standard Class,Illinois,Binders
7,$84,Shipped Late,6,$55.94,33.80%,Office Supplies,Memphis,United States,Robert Barroso,20.00%,1,18-12-2015,CA-2015-153038,38109,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",$19,8,South,$18.88,$56,Corporate,25-12-2015,Standard Class,Tennessee,Envelopes
7,$28,Shipped Late,6,$18.43,32.50%,Office Supplies,Memphis,United States,Robert Barroso,20.00%,1,18-12-2015,CA-2015-153038,38109,Avery 507,$6,8,South,$5.99,$18,Corporate,25-12-2015,Standard Class,Tennessee,Labels
7,$30,Shipped Late,6,$20.32,17.50%,Furniture,Memphis,United States,Robert Barroso,20.00%,1,18-12-2015,CA-2015-153038,38109,"Master Caster Door Stop, Brown",$4,5,South,$3.56,$20,Corporate,25-12-2015,Standard Class,Tennessee,Furnishings
6,$78,Shipped On Time,6,$52.06,36.30%,Office Supplies,New York City,United States,Sam Zeldin,20.00%,1,04-11-2014,CA-2014-132227,10011,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",$19,4,East,$18.87,$52,Home Office,10-11-2014,Standard Class,New York,Binders
5,$73,Shipped Early,6,$48.78,7.50%,Office Supplies,Raleigh,United States,Karen Seio,20.00%,1,10-03-2017,CA-2017-155824,27604,Euro Pro Shark Stick Mini Vacuum,$4,1,South,$3.66,$49,Corporate,15-03-2017,Standard Class,North Carolina,Appliances
5,$20,Shipped Early,6,$13.09,-76.70%,Office Supplies,Raleigh,United States,Karen Seio,70.00%,1,10-03-2017,CA-2017-155824,27604,Heavy-Duty E-Z-D Binders,($10),4,South,$-10.04,$13,Corporate,15-03-2017,Standard Class,North Carolina,Binders
4,$164,Shipped Early,6,$109.59,7.50%,Technology,Los Angeles,United States,Sample Company A,20.00%,1,31-01-2016,CA-2016-129238,90045,AT&T 1080 Phone,$8,1,West,$8.22,$110,Home Office,04-02-2016,Standard Class,California,Phones
4,$85,Shipped Early,6,$56.70,49.00%,Office Supplies,Los Angeles,United States,Sample Company A,0.00%,1,31-01-2016,CA-2016-129238,90045,Easy-staple paper,$28,5,West,$27.78,$57,Home Office,04-02-2016,Standard Class,California,Paper
5,$120,Shipped Early,6,$79.99,36.00%,Technology,Los Angeles,United States,Adam Bellavance,0.00%,1,07-05-2017,CA-2017-159688,90004,Logitech G600 MMO Gaming Mouse,$29,1,West,$28.80,$80,Home Office,12-05-2017,Standard Class,California,Accessories
0,$104,Shipped On Time,0,$69.50,29.00%,Office Supplies,Newport News,United States,Eugene Hildebrand,0.00%,1,24-05-2016,CA-2016-136126,23602,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",$20,5,South,$20.15,$70,Home Office,24-05-2016,Same Day,Virginia,Supplies
0,$287,Shipped On Time,0,$191.60,48.00%,Office Supplies,Newport News,United States,Eugene Hildebrand,0.00%,1,24-05-2016,CA-2016-136126,23602,Xerox 1911,$92,4,South,$91.97,$192,Home Office,24-05-2016,Same Day,Virginia,Paper
5,$16,Shipped Early,6,$10.56,48.00%,Office Supplies,Los Angeles,United States,Cindy Chapman,0.00%,1,07-10-2016,CA-2016-155033,90032,Astroparche Fine Business Paper,$5,2,West,$5.07,$11,Consumer,12-10-2016,Standard Class,California,Paper
2,$72,Shipped Early,3,$47.79,34.00%,Technology,Jackson,United States,Tamara Manning,0.00%,1,30-04-2014,CA-2014-156006,39212,Maxell 4.7GB DVD-RW 3/Pack,$16,3,South,$16.25,$48,Consumer,02-05-2014,Second Class,Mississippi,Accessories
4,"$1,070",Shipped Late,3,$714.30,29.00%,Office Supplies,Richmond,United States,Steve Chapman,0.00%,1,10-11-2015,CA-2015-158659,47374,Letter Size Cart,$207,5,Central,$207.15,$714,Corporate,14-11-2015,Second Class,Indiana,Storage
5,"$3,477",Shipped Early,6,"$2,321.90",48.00%,Technology,New York City,United States,Dean percer,0.00%,1,09-11-2015,CA-2015-169796,10035,Zebra ZM400 Thermal Label Printer,"$1,115",2,East,"$1,114.51","$2,322",Home Office,14-11-2015,Standard Class,New York,Machines
5,$27,Shipped Early,6,$17.94,17.00%,Office Supplies,New York City,United States,Dean percer,0.00%,1,09-11-2015,CA-2015-169796,10035,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",$3,3,East,$3.05,$18,Home Office,14-11-2015,Standard Class,New York,Storage
7,$14,Shipped Late,6,$9.52,-73.30%,Office Supplies,Philadelphia,United States,Lisa Ryan,70.00%,1,07-09-2015,CA-2015-102876,19134,GBC Wire Binding Strips,($7),1,East,$-6.98,$10,Corporate,14-09-2015,Standard Class,Pennsylvania,Binders
7,"$1,186",Shipped Late,6,$791.96,-16.70%,Technology,Philadelphia,United States,Lisa Ryan,40.00%,1,07-09-2015,CA-2015-102876,19134,Samsung Galaxy Note 3,($132),6,East,$-131.99,$792,Corporate,14-09-2015,Standard Class,Pennsylvania,Phones
7,$7,Shipped Late,6,$4.92,-80.00%,Office Supplies,Philadelphia,United States,Lisa Ryan,70.00%,1,07-09-2015,CA-2015-102876,19134,Angle-D Ring Binders,($4),3,East,$-3.94,$5,Corporate,14-09-2015,Standard Class,Pennsylvania,Binders
2,$314,Shipped Late,1,$209.98,-170.00%,Furniture,Phoenix,United States,Todd Sumrall,70.00%,1,11-05-2017,US-2017-139647,85023,Bestar Classic Bookcase,($357),7,West,$-356.96,$210,Corporate,13-05-2017,First Class,Arizona,Bookcases
5,$51,Shipped Early,6,$33.93,-66.70%,Office Supplies,Cleveland,United States,Sean Wendt,70.00%,1,21-07-2017,US-2017-160465,44105,Vinyl Sectional Post Binders,($23),3,East,$-22.62,$34,Home Office,26-07-2017,Standard Class,Ohio,Binders
5,$333,Shipped Early,6,$222.32,11.30%,Office Supplies,Cleveland,United States,Sean Wendt,20.00%,1,21-07-2017,US-2017-160465,44105,Letter Size File,$25,7,East,$25.01,$222,Home Office,26-07-2017,Standard Class,Ohio,Storage
5,$315,Shipped Early,6,$210.56,-25.00%,Technology,Cleveland,United States,Sean Wendt,40.00%,1,21-07-2017,US-2017-160465,44105,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,($53),6,East,$-52.64,$211,Home Office,26-07-2017,Standard Class,Ohio,Phones
5,$53,Shipped Early,6,$35.17,27.50%,Furniture,Toledo,United States,Thea Hendricks,20.00%,1,24-11-2014,CA-2014-153850,43615,"Eldon 200 Class Desk Accessories, Burgundy",$10,7,East,$9.67,$35,Consumer,29-11-2014,Standard Class,Ohio,Furnishings
5,"$2,250",Shipped Early,6,"$1,502.38",-16.70%,Technology,Toledo,United States,Thea Hendricks,40.00%,1,24-11-2014,CA-2014-153850,43615,Samsung Galaxy S4,($250),4,East,$-250.40,"$1,502",Consumer,29-11-2014,Standard Class,Ohio,Phones
3,$15,Shipped Late,1,$10.11,32.00%,Furniture,Los Angeles,United States,Shahid Shariari,0.00%,1,15-11-2014,CA-2014-127558,90008,Eldon 100 Class Desk Accessories,$3,3,West,$3.24,$10,Consumer,18-11-2014,First Class,California,Furnishings
3,"$1,157",Shipped Late,1,$772.47,19.00%,Technology,Los Angeles,United States,Shahid Shariari,0.00%,1,15-11-2014,CA-2014-127558,90008,Logitech P710e Mobile Speakerphone,$147,3,West,$146.77,$772,Consumer,18-11-2014,First Class,California,Accessories
3,$31,Shipped Late,1,$20.46,26.00%,Office Supplies,Los Angeles,United States,Shahid Shariari,0.00%,1,15-11-2014,CA-2014-127558,90008,Acme Box Cutter Scissors,$5,2,West,$5.32,$20,Consumer,18-11-2014,First Class,California,Supplies
2,$521,Shipped Early,3,$347.58,5.00%,Office Supplies,New York City,United States,Mary Zewe,0.00%,1,23-03-2017,CA-2017-136511,10011,Premier Electric Letter Opener,$17,3,East,$17.38,$348,Corporate,25-03-2017,Second Class,New York,Supplies
6,$109,Shipped On Time,6,$72.64,30.00%,Technology,San Diego,United States,Jeremy Ellison,0.00%,1,18-12-2016,CA-2016-133795,92037,SanDisk Cruzer 64 GB USB Flash Drive,$22,2,West,$21.79,$73,Consumer,24-12-2016,Standard Class,California,Accessories
6,"$1,157",Shipped On Time,6,$772.47,19.00%,Technology,San Diego,United States,Jeremy Ellison,0.00%,1,18-12-2016,CA-2016-133795,92037,Logitech P710e Mobile Speakerphone,$147,3,West,$146.77,$772,Consumer,24-12-2016,Standard Class,California,Accessories
6,$60,Shipped On Time,6,$39.92,28.00%,Furniture,San Diego,United States,Jeremy Ellison,0.00%,1,18-12-2016,CA-2016-133795,92037,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",$11,4,West,$11.18,$40,Consumer,24-12-2016,Standard Class,California,Furnishings
5,$50,Shipped Early,6,$33.48,49.00%,Office Supplies,Oklahoma City,United States,Roland Fjeld,0.00%,1,29-07-2017,US-2017-130953,73120,GBC Poly Designer Binding Covers,$16,2,Central,$16.41,$33,Consumer,03-08-2017,Standard Class,Oklahoma,Binders
5,$692,Shipped Early,6,$461.97,29.00%,Technology,Oklahoma City,United States,Roland Fjeld,0.00%,1,29-07-2017,US-2017-130953,73120,Nortel Meridian M3904 Professional Digital phone,$134,3,Central,$133.97,$462,Consumer,03-08-2017,Standard Class,Oklahoma,Phones
5,$206,Shipped Early,6,$137.62,44.00%,Office Supplies,Oklahoma City,United States,Roland Fjeld,0.00%,1,29-07-2017,US-2017-130953,73120,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",$61,2,Central,$60.55,$138,Consumer,03-08-2017,Standard Class,Oklahoma,Appliances
5,$453,Shipped Early,6,$302.67,24.00%,Furniture,Oklahoma City,United States,Roland Fjeld,0.00%,1,29-07-2017,US-2017-130953,73120,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,$73,3,Central,$72.64,$303,Consumer,03-08-2017,Standard Class,Oklahoma,Chairs
5,$359,Shipped Late,3,$239.98,22.50%,Technology,Chicago,United States,Christina VanderZanden,20.00%,1,02-09-2014,CA-2014-151792,60653,Logitech Wireless Performance Mouse MX for PC and Mac,$54,3,Central,$53.99,$240,Consumer,07-09-2014,Second Class,Illinois,Accessories
4,$12,Shipped Early,6,$8.34,26.00%,Office Supplies,San Francisco,United States,Vivek Gonzalez,0.00%,1,29-01-2017,CA-2017-139304,94109,Newell 339,$2,3,West,$2.17,$8,Consumer,02-02-2017,Standard Class,California,Art
4,$13,Shipped Early,6,$8.57,26.00%,Office Supplies,San Francisco,United States,Vivek Gonzalez,0.00%,1,29-01-2017,CA-2017-139304,94109,Acme Office Executive Series Stainless Steel Trimmers,$2,1,West,$2.23,$9,Consumer,02-02-2017,Standard Class,California,Supplies
4,$179,Shipped Early,6,$119.62,33.80%,Office Supplies,San Francisco,United States,Vivek Gonzalez,20.00%,1,29-01-2017,CA-2017-139304,94109,Clear Mylar Reinforcing Strips,$40,8,West,$40.37,$120,Consumer,02-02-2017,Standard Class,California,Binders
7,$319,Shipped Late,6,$212.94,12.00%,Furniture,Vineland,United States,Brenda Bowman,0.00%,1,26-12-2016,CA-2016-155166,8360,Novimex Turbo Task Chair,$26,3,East,$25.55,$213,Corporate,02-01-2017,Standard Class,New Jersey,Chairs
7,$40,Shipped Late,6,$26.49,28.00%,Office Supplies,Vineland,United States,Brenda Bowman,0.00%,1,26-12-2016,CA-2016-155166,8360,Fellowes Advanced Computer Series Surge Protectors,$7,1,East,$7.42,$26,Corporate,02-01-2017,Standard Class,New Jersey,Appliances
4,"$1,029",Shipped Late,3,$687.40,7.00%,Furniture,Milwaukee,United States,Hallie Redmond,0.00%,1,09-08-2015,CA-2015-103954,53209,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,$48,5,Central,$48.12,$687,Home Office,13-08-2015,Second Class,Wisconsin,Bookcases
6,$979,Shipped On Time,6,$653.55,17.00%,Furniture,Seattle,United States,Scott Cohen,0.00%,1,06-04-2014,CA-2014-169803,98115,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",$111,3,West,$111.10,$654,Corporate,12-04-2014,Standard Class,Washington,Tables
6,$51,Shipped On Time,6,$33.90,6.00%,Technology,Seattle,United States,Scott Cohen,0.00%,1,06-04-2014,CA-2014-169803,98115,Kingston Digital DataTraveler 32GB USB 2.0,$2,2,West,$2.03,$34,Corporate,12-04-2014,Standard Class,Washington,Accessories
4,$359,Shipped Late,3,$239.96,35.00%,Technology,Naperville,United States,Emily Grady,20.00%,1,17-11-2017,CA-2017-141719,60540,Logitech Illuminated - Keyboard,$84,5,Central,$83.99,$240,Consumer,21-11-2017,Second Class,Illinois,Accessories
1,$299,Shipped On Time,1,$199.84,-18.60%,Furniture,Wilmington,United States,Todd Sumrall,30.00%,1,11-07-2015,CA-2015-136469,19805,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",($37),4,East,$-37.11,$200,Corporate,12-07-2015,First Class,Delaware,Tables
1,"$1,072",Shipped On Time,1,$716.00,27.00%,Technology,Wilmington,United States,Todd Sumrall,0.00%,1,11-07-2015,CA-2015-136469,19805,Wilson Electronics DB Pro Signal Booster,$193,2,East,$193.32,$716,Corporate,12-07-2015,First Class,Delaware,Phones
1,$331,Shipped On Time,1,$221.06,47.00%,Office Supplies,Wilmington,United States,Todd Sumrall,0.00%,1,11-07-2015,CA-2015-136469,19805,Tuf-Vin Binders,$104,7,East,$103.90,$221,Corporate,12-07-2015,First Class,Delaware,Binders
3,$101,Shipped On Time,3,$67.71,48.00%,Office Supplies,Los Angeles,United States,Arianne Irving,0.00%,1,10-11-2016,CA-2016-158694,90036,Embossed Ink Jet Note Cards,$33,3,West,$32.50,$68,Consumer,13-11-2016,Second Class,California,Paper
3,$195,Shipped On Time,3,$129.92,30.00%,Office Supplies,Los Angeles,United States,Arianne Irving,0.00%,1,10-11-2016,CA-2016-158694,90036,Belkin F9S820V06 8 Outlet Surge,$39,4,West,$38.98,$130,Consumer,13-11-2016,Second Class,California,Appliances
3,$700,Shipped On Time,3,$467.46,41.00%,Furniture,Los Angeles,United States,Arianne Irving,0.00%,1,10-11-2016,CA-2016-158694,90036,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",$192,9,West,$191.66,$467,Consumer,13-11-2016,Second Class,California,Furnishings
3,$92,Shipped On Time,3,$61.40,47.00%,Office Supplies,Los Angeles,United States,Arianne Irving,0.00%,1,10-11-2016,CA-2016-158694,90036,Xerox 1933,$29,5,West,$28.86,$61,Consumer,13-11-2016,Second Class,California,Paper
3,"$1,079",Shipped On Time,3,$720.76,26.00%,Office Supplies,Los Angeles,United States,Arianne Irving,0.00%,1,10-11-2016,CA-2016-158694,90036,Standard Rollaway File with Lock,$187,4,West,$187.40,$721,Consumer,13-11-2016,Second Class,California,Storage
3,$8,Shipped On Time,3,$5.18,35.00%,Office Supplies,Los Angeles,United States,Arianne Irving,20.00%,1,10-11-2016,CA-2016-158694,90036,Peel & Stick Add-On Corner Pockets,$2,3,West,$1.81,$5,Consumer,13-11-2016,Second Class,California,Binders
3,$22,Shipped On Time,3,$14.70,27.00%,Office Supplies,Los Angeles,United States,Arianne Irving,0.00%,1,10-11-2016,CA-2016-158694,90036,Newell 338,$4,5,West,$3.97,$15,Consumer,13-11-2016,Second Class,California,Art
4,$12,Shipped Early,6,$8.13,-170.00%,Office Supplies,Chicago,United States,Dorothy Dickinson,80.00%,1,31-03-2014,US-2014-104759,60610,Fellowes Black Plastic Comb Bindings,($14),7,Central,$-13.83,$8,Consumer,04-04-2014,Standard Class,Illinois,Binders
4,$120,Shipped Early,6,$79.98,17.50%,Technology,Chicago,United States,Dorothy Dickinson,20.00%,1,31-03-2014,US-2014-104759,60610,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,$14,2,Central,$14.00,$80,Consumer,04-04-2014,Standard Class,Illinois,Accessories
6,$28,Shipped On Time,6,$18.54,47.00%,Office Supplies,Des Moines,United States,Adam Bellavance,0.00%,1,18-09-2015,CA-2015-150511,98198,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",$9,2,West,$8.71,$19,Home Office,24-09-2015,Standard Class,Washington,Paper
4,$37,Shipped Early,6,$24.40,32.50%,Office Supplies,Philadelphia,United States,Karen Bern,20.00%,1,07-11-2015,CA-2015-134922,19140,"White Envelopes, White Envelopes with Clear Poly Window",$8,2,East,$7.93,$24,Corporate,11-11-2015,Standard Class,Pennsylvania,Envelopes
0,$293,Shipped On Time,0,$195.64,47.00%,Office Supplies,Atlanta,United States,John Castell,0.00%,1,19-05-2017,US-2017-120607,30318,Tops White Computer Printout Paper,$92,4,South,$91.95,$196,Consumer,19-05-2017,Same Day,Georgia,Paper
5,$597,Shipped Late,3,$398.40,21.30%,Technology,Dallas,United States,Amy Hunt,20.00%,1,03-01-2015,CA-2015-141243,75217,Enermax Acrylux Wireless Keyboard,$85,5,Central,$84.66,$398,Consumer,08-01-2015,Second Class,Texas,Accessories
5,$11,Shipped Late,3,$7.06,11.30%,Office Supplies,Dallas,United States,Amy Hunt,20.00%,1,03-01-2015,CA-2015-141243,75217,Newell 317,$1,3,Central,$0.79,$7,Consumer,08-01-2015,Second Class,Texas,Art
5,"$2,025",Shipped Late,3,"$1,352.40",-32.40%,Furniture,Dallas,United States,Amy Hunt,32.00%,1,03-01-2015,CA-2015-141243,75217,O'Sullivan Living Dimensions 5-Shelf Bookcases,($438),9,Central,$-437.54,"$1,352",Consumer,08-01-2015,Second Class,Texas,Bookcases
3,$40,Shipped Late,1,$26.40,45.00%,Office Supplies,Moreno Valley,United States,Neoma Murray,0.00%,1,08-09-2015,CA-2015-162166,92553,Xerox 1928,$12,5,West,$11.88,$26,Consumer,11-09-2015,First Class,California,Paper
3,$63,Shipped Late,1,$41.88,2.00%,Office Supplies,Moreno Valley,United States,Neoma Murray,0.00%,1,08-09-2015,CA-2015-162166,92553,Eldon Shelf Savers Cubes and Bins,$1,6,West,$0.84,$42,Consumer,11-09-2015,First Class,California,Storage
4,$150,Shipped Early,6,$99.85,-83.30%,Office Supplies,Philadelphia,United States,Carlos Soltero,70.00%,1,03-04-2016,CA-2016-120796,19140,"GBC Velobind Prepunched Cover Sets, Regency Series",($83),9,East,$-83.20,$100,Consumer,07-04-2016,Standard Class,Pennsylvania,Binders
2,"$1,048",Shipped Early,3,$699.98,28.00%,Technology,Georgetown,United States,Theone Pippenger,0.00%,1,05-12-2016,CA-2016-109722,40324,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),$196,2,South,$195.99,$700,Consumer,07-12-2016,Second Class,Kentucky,Phones
2,$876,Shipped Early,3,$584.82,12.00%,Office Supplies,Georgetown,United States,Theone Pippenger,0.00%,1,05-12-2016,CA-2016-109722,40324,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,$70,9,South,$70.18,$585,Consumer,07-12-2016,Second Class,Kentucky,Storage
4,$66,Shipped Early,6,$43.98,50.00%,Office Supplies,Minneapolis,United States,Daniel Lacy,0.00%,1,08-05-2015,CA-2015-136798,55407,Wilson Jones Legal Size Ring Binders,$22,2,Central,$21.99,$44,Consumer,12-05-2015,Standard Class,Minnesota,Binders
4,$566,Shipped Early,6,$377.97,28.00%,Technology,Minneapolis,United States,Daniel Lacy,0.00%,1,08-05-2015,CA-2015-136798,55407,VTech DS6151,$106,3,Central,$105.83,$378,Consumer,12-05-2015,Standard Class,Minnesota,Phones
4,$186,Shipped Early,6,$123.96,9.00%,Furniture,Minneapolis,United States,Daniel Lacy,0.00%,1,08-05-2015,CA-2015-136798,55407,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",$11,3,Central,$11.16,$124,Consumer,12-05-2015,Standard Class,Minnesota,Furnishings
2,$587,Shipped Late,1,$391.98,29.00%,Technology,Wilmington,United States,Christina Anderson,0.00%,1,22-09-2017,CA-2017-122196,19805,GE 30524EE4,$114,2,East,$113.67,$392,Consumer,24-09-2017,First Class,Delaware,Phones
7,$575,Shipped Late,6,$383.98,21.30%,Technology,Burlington,United States,Shahid Collister,20.00%,1,30-11-2017,CA-2017-142090,27217,Logitech Wireless Gaming Headset G930,$82,3,South,$81.59,$384,Consumer,07-12-2017,Standard Class,North Carolina,Accessories
7,"$2,668",Shipped Late,6,"$1,781.68",-36.70%,Furniture,Burlington,United States,Shahid Collister,40.00%,1,30-11-2017,CA-2017-142090,27217,Bush Advantage Collection Racetrack Conference Table,($653),7,South,$-653.28,"$1,782",Consumer,07-12-2017,Standard Class,North Carolina,Tables
4,$32,Shipped Early,6,$21.40,29.00%,Office Supplies,Los Angeles,United States,Tonja Turnell,0.00%,1,15-01-2017,CA-2017-160934,90008,Newell 347,$6,5,West,$6.21,$21,Home Office,19-01-2017,Standard Class,California,Art
4,$824,Shipped Early,6,$549.99,50.00%,Technology,Trenton,United States,Matt Abelman,0.00%,1,08-08-2014,CA-2014-124478,48183,Sharp 1540cs Digital Laser Copier,$275,1,Central,$275.00,$550,Home Office,12-08-2014,Standard Class,Michigan,Copiers
4,$251,Shipped Early,6,$167.53,22.20%,Office Supplies,Trenton,United States,Matt Abelman,10.00%,1,08-08-2014,CA-2014-124478,48183,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",$37,3,Central,$37.23,$168,Home Office,12-08-2014,Standard Class,Michigan,Appliances
4,$57,Shipped Early,6,$38.34,45.00%,Office Supplies,Trenton,United States,Matt Abelman,0.00%,1,08-08-2014,CA-2014-124478,48183,Globe Weis Peel & Seel First Class Envelopes,$17,3,Central,$17.25,$38,Home Office,12-08-2014,Standard Class,Michigan,Envelopes
4,$81,Shipped Early,6,$53.88,42.00%,Furniture,Trenton,United States,Matt Abelman,0.00%,1,08-08-2014,CA-2014-124478,48183,Nu-Dell Float Frame 11 x 14 1/2,$23,6,Central,$22.63,$54,Home Office,12-08-2014,Standard Class,Michigan,Furnishings
4,$449,Shipped Early,6,$299.98,28.00%,Technology,Trenton,United States,Matt Abelman,0.00%,1,08-08-2014,CA-2014-124478,48183,Motorola Droid Maxx,$84,2,Central,$83.99,$300,Home Office,12-08-2014,Standard Class,Michigan,Phones
